,State,Year,Prod. Renewable (Bil. Btu),Pop. (1000s),Energy Pr. ($/mil. btu),Difference
2310,Indiana,2015,240501.0,6608.0,14.9,-2609914.0
2361,Indiana,2016,250599.0,6633.0,13.7,-2547138.0
2412,Indiana,2017,249549.0,6660.0,15.1,-2450929.0
2643,Indiana,2018,171177.4,6653.6,16.2,-2780081.7
2644,Indiana,2019,174706.3,6685.7,16.5,-2790922.4
2645,Indiana,2020,178235.2,6717.8,16.8,-2801763.1
2646,Indiana,2021,181764.2,6749.9,17.1,-2812603.8
2647,Indiana,2022,185293.1,6782.0,17.4,-2823444.5
2648,Indiana,2023,188822.1,6814.1,17.8,-2834285.2
2649,Indiana,2024,192351.0,6846.2,18.1,-2845125.9
2650,Indiana,2025,195880.0,6878.2,18.4,-2855966.5
2651,Indiana,2026,199408.9,6910.3,18.7,-2866807.2
2652,Indiana,2027,202937.9,6942.4,19.0,-2877647.9
2653,Indiana,2028,206466.8,6974.5,19.3,-2888488.6
2654,Indiana,2029,209995.8,7006.6,19.7,-2899329.3
2655,Indiana,2030,213524.7,7038.7,20.0,-2910170.0
12,Iowa,1970,16080.0,2832.0,1.8,-834529.0
63,Iowa,1971,16122.0,2852.0,1.9,-846361.0
114,Iowa,1972,17235.0,2860.0,2.0,-887236.0
165,Iowa,1973,16691.0,2864.0,2.2,-946105.0
216,Iowa,1974,16976.0,2868.0,2.7,-932687.0
267,Iowa,1975,17029.0,2881.0,3.1,-925021.0
318,Iowa,1976,15187.0,2903.0,3.4,-963925.0
369,Iowa,1977,17088.0,2914.0,3.9,-962849.0
420,Iowa,1978,19287.0,2918.0,4.3,-942807.0
471,Iowa,1979,18947.0,2916.0,5.1,-1020046.0
522,Iowa,1980,58556.0,2914.0,6.7,-924747.0
573,Iowa,1981,65235.0,2908.0,7.7,-903438.0
624,Iowa,1982,66306.0,2888.0,8.1,-902857.0
675,Iowa,1983,72311.0,2871.0,8.2,-880770.0
726,Iowa,1984,77577.0,2859.0,8.1,-859246.0
777,Iowa,1985,78655.0,2830.0,8.0,-819248.0
828,Iowa,1986,107397.0,2792.0,7.3,-794587.0
879,Iowa,1987,118754.0,2767.0,7.0,-788175.0
930,Iowa,1988,122555.0,2768.0,6.9,-856155.0
981,Iowa,1989,91329.0,2771.0,7.2,-849471.0
1032,Iowa,1990,88503.0,2781.0,7.7,-857020.0
1083,Iowa,1991,91919.0,2798.0,7.5,-889782.0
1134,Iowa,1992,100239.0,2818.0,7.6,-872563.0
1185,Iowa,1993,106281.0,2837.0,7.7,-928249.0
1236,Iowa,1994,114015.0,2851.0,7.7,-952232.0
1287,Iowa,1995,113120.0,2867.0,7.6,-990955.0
1338,Iowa,1996,119723.0,2880.0,8.0,-1028089.0
1389,Iowa,1997,110180.0,2891.0,8.1,-1024227.0
1440,Iowa,1998,107977.0,2903.0,7.7,-1035179.0
1491,Iowa,1999,114185.0,2918.0,7.9,-1079225.0
1542,Iowa,2000,109372.0,2929.0,9.9,-1080413.0
1593,Iowa,2001,104929.0,2932.0,10.2,-1056828.0
1644,Iowa,2002,113207.0,2934.0,9.4,-1077688.0
1695,Iowa,2003,134131.0,2942.0,10.4,-1052229.0
1746,Iowa,2004,172760.0,2954.0,11.9,-1068343.0
1797,Iowa,2005,212562.0,2964.0,14.3,-1060964.0
1848,Iowa,2006,263421.0,2983.0,15.6,-1037731.0
1899,Iowa,2007,332867.0,2999.0,16.1,-1044896.0
1950,Iowa,2008,398848.0,3017.0,18.1,-1042267.0
2001,Iowa,2009,536832.0,3033.0,14.3,-911490.0
2052,Iowa,2010,628026.0,3051.0,15.4,-873403.0
2103,Iowa,2011,635532.0,3066.0,17.8,-864766.0
2154,Iowa,2012,632998.0,3076.0,17.7,-797777.0
2205,Iowa,2013,674967.0,3093.0,17.2,-846463.0
2256,Iowa,2014,711529.0,3110.0,17.6,-832746.0
2307,Iowa,2015,716209.0,3121.0,13.9,-780670.0
2358,Iowa,2016,755504.0,3132.0,12.9,-771196.0
2409,Iowa,2017,780543.0,3144.0,13.7,-778436.0
2604,Iowa,2018,560536.3,3050.7,16.3,-927872.8
2605,Iowa,2019,574876.7,3056.0,16.6,-928047.3
2606,Iowa,2020,589217.2,3061.4,16.9,-928221.7
2607,Iowa,2021,603557.7,3066.7,17.2,-928396.1
2608,Iowa,2022,617898.2,3072.0,17.5,-928570.5
2609,Iowa,2023,632238.7,3077.3,17.8,-928745.0
2610,Iowa,2024,646579.2,3082.6,18.1,-928919.4
2611,Iowa,2025,660919.6,3087.9,18.4,-929093.8
2612,Iowa,2026,675260.1,3093.2,18.7,-929268.2
2613,Iowa,2027,689600.6,3098.5,19.0,-929442.7
2614,Iowa,2028,703941.1,3103.8,19.3,-929617.1
2615,Iowa,2029,718281.6,3109.1,19.6,-929791.5
2616,Iowa,2030,732622.1,3114.4,19.9,-929965.9
16,Kansas,1970,3730.0,2249.0,1.6,-870537.0
67,Kansas,1971,3941.0,2247.0,1.6,-904313.0
118,Kansas,1972,5702.0,2256.0,1.6,-955469.0
169,Kansas,1973,6031.0,2266.0,1.9,-960291.0
220,Kansas,1974,5915.0,2269.0,2.5,-953737.0
271,Kansas,1975,5811.0,2281.0,2.9,-919100.0
322,Kansas,1976,6526.0,2301.0,3.2,-965941.0
373,Kansas,1977,6852.0,2321.0,3.5,-974230.0
424,Kansas,1978,7540.0,2336.0,3.7,-1029544.0
475,Kansas,1979,7928.0,2351.0,4.4,-1124165.0
526,Kansas,1980,9088.0,2369.0,6.0,-1013041.0
577,Kansas,1981,8562.0,2385.0,7.1,-938747.0
628,Kansas,1982,11049.0,2401.0,7.5,-933911.0
679,Kansas,1983,11519.0,2416.0,7.9,-905671.0
730,Kansas,1984,14177.0,2424.0,7.6,-1002461.0
781,Kansas,1985,14756.0,2427.0,7.3,-996970.0
832,Kansas,1986,21920.0,2433.0,7.1,-952281.0
883,Kansas,1987,21370.0,2445.0,7.1,-994322.0
934,Kansas,1988,22757.0,2462.0,6.9,-1046936.0
985,Kansas,1989,18659.0,2473.0,7.3,-1024308.0
1036,Kansas,1990,14891.0,2481.0,7.7,-1049916.0
1087,Kansas,1991,15626.0,2499.0,7.4,-1043995.0
1138,Kansas,1992,15374.0,2532.0,7.6,-1030861.0
1189,Kansas,1993,15474.0,2557.0,7.5,-1059223.0
1240,Kansas,1994,15279.0,2581.0,7.4,-1084906.0
1291,Kansas,1995,15090.0,2601.0,7.8,-1049716.0
1342,Kansas,1996,12575.0,2615.0,8.6,-1082048.0
1393,Kansas,1997,11885.0,2635.0,8.9,-1071994.0
1444,Kansas,1998,11658.0,2661.0,8.2,-1060548.0
1495,Kansas,1999,11528.0,2678.0,8.6,-1079163.0
1546,Kansas,2000,11914.0,2694.0,10.4,-1086082.0
1597,Kansas,2001,13084.0,2702.0,10.7,-1034320.0
1648,Kansas,2002,22196.0,2714.0,9.8,-1060904.0
1699,Kansas,2003,26498.0,2723.0,11.1,-1096708.0
1750,Kansas,2004,28341.0,2734.0,12.6,-1075611.0
1801,Kansas,2005,31101.0,2745.0,14.9,-1018376.0
1852,Kansas,2006,39697.0,2763.0,16.2,-1037860.0
1903,Kansas,2007,49581.0,2784.0,17.3,-1107130.0
1954,Kansas,2008,85129.0,2808.0,19.9,-1028808.0
2005,Kansas,2009,91075.0,2833.0,15.7,-997116.0
2056,Kansas,2010,103639.0,2858.0,17.6,-1012629.0
2107,Kansas,2011,107388.0,2869.0,20.4,-996178.0
2158,Kansas,2012,116099.0,2885.0,21.0,-957484.0
2209,Kansas,2013,160571.0,2894.0,21.1,-941980.0
2260,Kansas,2014,184720.0,2901.0,21.2,-950200.0
2311,Kansas,2015,180083.0,2910.0,17.0,-924465.0
2362,Kansas,2016,206745.0,2911.0,16.0,-884072.0
2413,Kansas,2017,247455.0,2911.0,17.3,-825777.0
2656,Kansas,2018,129367.3,2954.0,19.0,-1011120.2
2657,Kansas,2019,132798.1,2969.5,19.4,-1011646.5
2658,Kansas,2020,136228.9,2985.0,19.8,-1012172.9
2659,Kansas,2021,139659.6,3000.5,20.2,-1012699.2
2660,Kansas,2022,143090.4,3015.9,20.6,-1013225.6
2661,Kansas,2023,146521.1,3031.4,21.0,-1013751.9
2662,Kansas,2024,149951.9,3046.9,21.3,-1014278.2
2663,Kansas,2025,153382.7,3062.4,21.7,-1014804.6
2664,Kansas,2026,156813.4,3077.9,22.1,-1015330.9
2665,Kansas,2027,160244.2,3093.4,22.5,-1015857.3
2666,Kansas,2028,163675.0,3108.9,22.9,-1016383.6
2667,Kansas,2029,167105.7,3124.4,23.2,-1016910.0
2668,Kansas,2030,170536.5,3139.9,23.6,-1017436.3
17,Kentucky,1970,57023.0,3231.0,1.7,-1047697.0
68,Kentucky,1971,61912.0,3298.0,1.8,-1055754.0
119,Kentucky,1972,66566.0,3336.0,1.8,-1136508.0
170,Kentucky,1973,67629.0,3371.0,2.1,-1169345.0
221,Kentucky,1974,66669.0,3416.0,2.8,-1161663.0
272,Kentucky,1975,66857.0,3468.0,3.3,-1211568.0
323,Kentucky,1976,68110.0,3529.0,3.4,-1332313.0
374,Kentucky,1977,64140.0,3574.0,3.9,-1349878.0
425,Kentucky,1978,70514.0,3610.0,4.2,-1329598.0
476,Kentucky,1979,82531.0,3642.0,5.1,-1350106.0
527,Kentucky,1980,55822.0,3664.0,6.7,-1312160.0
578,Kentucky,1981,55135.0,3670.0,7.9,-1242178.0
629,Kentucky,1982,69360.0,3683.0,8.3,-1192723.0
680,Kentucky,1983,64980.0,3694.0,8.0,-1211643.0
731,Kentucky,1984,74709.0,3695.0,7.8,-1300601.0
782,Kentucky,1985,69540.0,3695.0,7.9,-1260192.0
833,Kentucky,1986,63267.0,3688.0,7.2,-1241304.0
884,Kentucky,1987,60441.0,3683.0,7.3,-1280838.0
935,Kentucky,1988,56441.0,3680.0,7.2,-1362642.0
986,Kentucky,1989,73036.0,3677.0,7.4,-1436002.0
1037,Kentucky,1990,50476.0,3694.0,7.9,-1411873.0
1088,Kentucky,1991,56629.0,3722.0,7.7,-1429929.0
1139,Kentucky,1992,57999.0,3765.0,7.4,-1490517.0
1190,Kentucky,1993,47980.0,3812.0,7.5,-1539090.0
1241,Kentucky,1994,56670.0,3849.0,7.6,-1577922.0
1292,Kentucky,1995,51206.0,3887.0,7.4,-1651982.0
1343,Kentucky,1996,55143.0,3920.0,7.9,-1666224.0
1394,Kentucky,1997,47970.0,3953.0,8.1,-1681834.0
1445,Kentucky,1998,43480.0,3985.0,7.5,-1644582.0
1496,Kentucky,1999,38204.0,4018.0,7.8,-1736639.0
1547,Kentucky,2000,36052.0,4049.0,9.3,-1729936.0
1598,Kentucky,2001,53167.0,4068.0,9.3,-1743133.0
1649,Kentucky,2002,62831.0,4090.0,8.8,-1884775.0
1700,Kentucky,2003,65580.0,4117.0,9.8,-1816213.0
1751,Kentucky,2004,68861.0,4146.0,11.1,-1886878.0
1802,Kentucky,2005,66834.0,4183.0,13.6,-1915582.0
1853,Kentucky,2006,61705.0,4219.0,15.0,-1911200.0
1904,Kentucky,2007,55551.0,4257.0,16.0,-1987331.0
1955,Kentucky,2008,57940.0,4290.0,19.1,-1949307.0
2006,Kentucky,2009,69913.0,4317.0,15.3,-1859506.0
2057,Kentucky,2010,69567.0,4348.0,17.2,-1923229.0
2108,Kentucky,2011,73437.0,4369.0,20.6,-1845645.0
2159,Kentucky,2012,62906.0,4386.0,20.7,-1817016.0
2210,Kentucky,2013,77277.0,4405.0,20.8,-1746315.0
2261,Kentucky,2014,78346.0,4414.0,20.4,-1694450.0
2312,Kentucky,2015,71954.0,4426.0,16.4,-1657129.0
2363,Kentucky,2016,72268.0,4438.0,15.2,-1631291.0
2414,Kentucky,2017,82345.0,4454.0,16.7,-1575862.0
2669,Kentucky,2018,65390.0,4486.8,18.0,-1937785.0
2670,Kentucky,2019,65489.2,4511.0,18.4,-1954813.3
2671,Kentucky,2020,65588.4,4535.3,18.7,-1971841.6
2672,Kentucky,2021,65687.7,4559.5,19.1,-1988869.9
2673,Kentucky,2022,65786.9,4583.8,19.4,-2005898.2
2674,Kentucky,2023,65886.1,4608.0,19.7,-2022926.5
2675,Kentucky,2024,65985.4,4632.3,20.1,-2039954.8
2676,Kentucky,2025,66084.6,4656.5,20.4,-2056983.1
2677,Kentucky,2026,66183.9,4680.8,20.8,-2074011.4
2678,Kentucky,2027,66283.1,4705.0,21.1,-2091039.7
2679,Kentucky,2028,66382.3,4729.3,21.5,-2108068.0
2680,Kentucky,2029,66481.6,4753.5,21.8,-2125096.3
2681,Kentucky,2030,66580.8,4777.8,22.2,-2142124.6
18,Louisiana,1970,41620.0,3652.0,0.9,-2795244.0
69,Louisiana,1971,41912.0,3710.0,1.0,-2855642.0
120,Louisiana,1972,44819.0,3762.0,1.1,-3038467.0
171,Louisiana,1973,45748.0,3788.0,1.2,-3271762.0
222,Louisiana,1974,44928.0,3820.0,1.8,-3363315.0
273,Louisiana,1975,42358.0,3886.0,2.1,-3065268.0
324,Louisiana,1976,45170.0,3951.0,2.4,-3490620.0
375,Louisiana,1977,46692.0,4014.0,2.6,-3889794.0
426,Louisiana,1978,47825.0,4069.0,2.7,-4047406.0
477,Louisiana,1979,44717.0,4138.0,3.4,-4000053.0
528,Louisiana,1980,64707.0,4223.0,4.8,-3844309.0
579,Louisiana,1981,68263.0,4283.0,5.9,-3893762.0
630,Louisiana,1982,69667.0,4353.0,6.6,-3567834.0
681,Louisiana,1983,74654.0,4395.0,6.5,-3356811.0
732,Louisiana,1984,78627.0,4400.0,6.4,-3497190.0
783,Louisiana,1985,78537.0,4408.0,6.5,-3261670.0
834,Louisiana,1986,99811.0,4407.0,5.0,-3400991.0
885,Louisiana,1987,100062.0,4344.0,5.2,-3464174.0
936,Louisiana,1988,103943.0,4289.0,5.2,-3497883.0
987,Louisiana,1989,129286.0,4253.0,5.1,-3630029.0
1038,Louisiana,1990,125199.0,4222.0,5.9,-3728009.0
1089,Louisiana,1991,127508.0,4253.0,5.6,-3713943.0
1140,Louisiana,1992,130798.0,4293.0,5.2,-3829645.0
1191,Louisiana,1993,137491.0,4316.0,5.3,-3890126.0
1242,Louisiana,1994,147246.0,4347.0,5.3,-4015283.0
1293,Louisiana,1995,151598.0,4379.0,5.2,-4050620.0
1344,Louisiana,1996,152443.0,4399.0,6.0,-4228658.0
1395,Louisiana,1997,149628.0,4421.0,5.7,-4341729.0
1446,Louisiana,1998,147482.0,4440.0,5.1,-4074600.0
1497,Louisiana,1999,148307.0,4461.0,5.6,-4070312.0
1548,Louisiana,2000,142328.0,4472.0,7.6,-4395089.0
1599,Louisiana,2001,136086.0,4478.0,7.9,-3869647.0
1650,Louisiana,2002,140938.0,4497.0,7.0,-3999068.0
1701,Louisiana,2003,148609.0,4521.0,8.6,-3835908.0
1752,Louisiana,2004,185640.0,4552.0,10.1,-4001587.0
1803,Louisiana,2005,151309.0,4577.0,13.1,-3876055.0
1854,Louisiana,2006,149461.0,4303.0,14.2,-4081368.0
1905,Louisiana,2007,150009.0,4376.0,15.1,-4135410.0
1956,Louisiana,2008,109415.0,4436.0,19.9,-4117617.0
2007,Louisiana,2009,107145.0,4492.0,12.8,-3928277.0
2058,Louisiana,2010,113338.0,4545.0,14.8,-4145629.0
2109,Louisiana,2011,112056.0,4575.0,17.6,-4147546.0
2160,Louisiana,2012,109068.0,4601.0,15.2,-4014137.0
2211,Louisiana,2013,126191.0,4625.0,15.3,-3930704.0
2262,Louisiana,2014,149570.0,4644.0,15.1,-3937566.0
2313,Louisiana,2015,132249.0,4665.0,10.5,-3961860.0
2364,Louisiana,2016,154745.0,4678.0,9.2,-4044462.0
2415,Louisiana,2017,232508.0,4671.0,10.3,-4249308.0
2682,Louisiana,2018,183715.6,4762.9,14.0,-4273925.9
2683,Louisiana,2019,186608.5,4780.4,14.3,-4293243.6
2684,Louisiana,2020,189501.4,4797.9,14.6,-4312561.2
2685,Louisiana,2021,192394.3,4815.4,14.8,-4331878.9
2686,Louisiana,2022,195287.2,4832.9,15.1,-4351196.6
2687,Louisiana,2023,198180.1,4850.4,15.4,-4370514.2
2688,Louisiana,2024,201073.0,4867.9,15.7,-4389831.9
2689,Louisiana,2025,203965.8,4885.4,16.0,-4409149.5
2690,Louisiana,2026,206858.7,4902.9,16.2,-4428467.2
2691,Louisiana,2027,209751.6,4920.4,16.5,-4447784.9
2692,Louisiana,2028,212644.5,4937.9,16.8,-4467102.5
2693,Louisiana,2029,215537.4,4955.4,17.1,-4486420.2
2694,Louisiana,2030,218430.3,4972.9,17.3,-4505737.8
21,Maine,1970,59420.0,997.0,1.9,-242960.0
72,Maine,1971,55423.0,1015.0,1.8,-298148.0
123,Maine,1972,59882.0,1034.0,1.8,-320536.0
174,Maine,1973,64648.0,1046.0,2.0,-314292.0
225,Maine,1974,64263.0,1059.0,3.2,-290150.0
276,Maine,1975,60423.0,1072.0,3.7,-264228.0
327,Maine,1976,70099.0,1088.0,3.6,-310500.0
378,Maine,1977,72689.0,1104.0,4.0,-324177.0
429,Maine,1978,74889.0,1114.0,4.3,-309747.0
480,Maine,1979,76896.0,1123.0,5.7,-286684.0
531,Maine,1980,121124.0,1127.0,7.9,-260426.0
582,Maine,1981,129782.0,1133.0,9.1,-250719.0
633,Maine,1982,126910.0,1137.0,8.2,-299526.0
684,Maine,1983,140252.0,1145.0,8.7,-251335.0
735,Maine,1984,139329.0,1156.0,8.6,-278947.0
786,Maine,1985,136042.0,1163.0,8.8,-287419.0
837,Maine,1986,122771.0,1170.0,7.1,-321583.0
888,Maine,1987,116377.0,1185.0,7.6,-316806.0
939,Maine,1988,118029.0,1204.0,7.4,-366738.0
990,Maine,1989,154425.0,1220.0,7.1,-324571.0
1041,Maine,1990,151630.0,1232.0,8.1,-305604.0
1092,Maine,1991,157261.0,1237.0,8.0,-302828.0
1143,Maine,1992,159035.0,1239.0,7.8,-321061.0
1194,Maine,1993,158153.0,1242.0,7.9,-326589.0
1245,Maine,1994,156736.0,1243.0,7.8,-329109.0
1296,Maine,1995,160885.0,1243.0,7.7,-305192.0
1347,Maine,1996,167218.0,1249.0,8.2,-314074.0
1398,Maine,1997,161828.0,1255.0,8.3,-321156.0
1449,Maine,1998,151240.0,1259.0,8.0,-302243.0
1500,Maine,1999,159186.0,1267.0,8.4,-294984.0
1551,Maine,2000,163025.0,1277.0,9.7,-327015.0
1602,Maine,2001,146146.0,1286.0,10.2,-298821.0
1653,Maine,2002,140385.0,1296.0,9.8,-305824.0
1704,Maine,2003,132344.0,1307.0,11.2,-317763.0
1755,Maine,2004,136769.0,1314.0,12.6,-325226.0
1806,Maine,2005,159674.0,1319.0,14.9,-299053.0
1857,Maine,2006,152339.0,1324.0,17.1,-298386.0
1908,Maine,2007,155620.0,1327.0,18.8,-294624.0
1959,Maine,2008,182576.0,1331.0,20.4,-272721.0
2010,Maine,2009,148204.0,1330.0,17.5,-264879.0
2061,Maine,2010,158991.0,1328.0,18.7,-262958.0
2112,Maine,2011,161551.0,1328.0,21.9,-259192.0
2163,Maine,2012,157320.0,1328.0,21.9,-247106.0
2214,Maine,2013,161662.0,1328.0,21.7,-253987.0
2265,Maine,2014,157402.0,1331.0,22.7,-259566.0
2316,Maine,2015,161374.0,1328.0,17.9,-264828.0
2367,Maine,2016,142003.0,1331.0,16.7,-253487.0
2418,Maine,2017,152720.0,1335.0,18.1,-239282.0
2721,Maine,2018,184325.2,1391.2,19.4,-280429.1
2722,Maine,2019,186446.6,1398.3,19.8,-279989.6
2723,Maine,2020,188567.9,1405.4,20.2,-279550.2
2724,Maine,2021,190689.2,1412.4,20.6,-279110.7
2725,Maine,2022,192810.5,1419.5,20.9,-278671.3
2726,Maine,2023,194931.9,1426.6,21.3,-278231.8
2727,Maine,2024,197053.2,1433.6,21.7,-277792.3
2728,Maine,2025,199174.5,1440.7,22.1,-277352.9
2729,Maine,2026,201295.8,1447.7,22.4,-276913.4
2730,Maine,2027,203417.1,1454.8,22.8,-276473.9
2731,Maine,2028,205538.5,1461.9,23.2,-276034.5
2732,Maine,2029,207659.8,1468.9,23.6,-275595.0
2733,Maine,2030,209781.1,1476.0,24.0,-275155.5
20,Maryland,1970,51782.0,3938.0,1.8,-1016190.0
71,Maryland,1971,49264.0,4018.0,1.9,-1055258.0
122,Maryland,1972,56117.0,4073.0,2.1,-1066643.0
173,Maryland,1973,55059.0,4098.0,2.2,-1159534.0
224,Maryland,1974,52381.0,4119.0,3.4,-1070676.0
275,Maryland,1975,55834.0,4139.0,4.0,-1013552.0
326,Maryland,1976,56373.0,4151.0,4.1,-1091737.0
377,Maryland,1977,59569.0,4170.0,4.7,-1070258.0
428,Maryland,1978,59254.0,4184.0,5.0,-1095433.0
479,Maryland,1979,66329.0,4191.0,5.7,-1152848.0
530,Maryland,1980,45823.0,4228.0,7.7,-1110687.0
581,Maryland,1981,45372.0,4262.0,8.8,-1095566.0
632,Maryland,1982,51598.0,4283.0,9.0,-1050531.0
683,Maryland,1983,52084.0,4313.0,8.9,-1068302.0
734,Maryland,1984,60086.0,4365.0,8.6,-1132288.0
785,Maryland,1985,55147.0,4413.0,9.0,-1104901.0
836,Maryland,1986,54645.0,4487.0,8.1,-1127790.0
887,Maryland,1987,47753.0,4566.0,8.0,-1201362.0
938,Maryland,1988,46241.0,4658.0,8.0,-1242118.0
989,Maryland,1989,55480.0,4727.0,8.6,-1264959.0
1040,Maryland,1990,50546.0,4800.0,9.4,-1218353.0
1091,Maryland,1991,41675.0,4868.0,9.7,-1223577.0
1142,Maryland,1992,46672.0,4923.0,9.9,-1206380.0
1193,Maryland,1993,49263.0,4972.0,10.1,-1251463.0
1244,Maryland,1994,52990.0,5023.0,10.2,-1255896.0
1295,Maryland,1995,51811.0,5070.0,10.2,-1273667.0
1346,Maryland,1996,66005.0,5112.0,10.7,-1298474.0
1397,Maryland,1997,52920.0,5157.0,10.5,-1309248.0
1448,Maryland,1998,52451.0,5204.0,10.2,-1313175.0
1499,Maryland,1999,50675.0,5255.0,10.5,-1353279.0
1550,Maryland,2000,53885.0,5311.0,11.9,-1389026.0
1601,Maryland,2001,33247.0,5375.0,11.9,-1400260.0
1652,Maryland,2002,38064.0,5440.0,11.1,-1480804.0
1703,Maryland,2003,54135.0,5496.0,12.3,-1514697.0
1754,Maryland,2004,53426.0,5547.0,13.9,-1497921.0
1805,Maryland,2005,43643.0,5592.0,16.8,-1535408.0
1856,Maryland,2006,45595.0,5627.0,20.0,-1425372.0
1907,Maryland,2007,40837.0,5653.0,21.6,-1464991.0
1958,Maryland,2008,44674.0,5685.0,25.3,-1421953.0
2009,Maryland,2009,48414.0,5730.0,21.1,-1406935.0
2060,Maryland,2010,48629.0,5789.0,22.8,-1418422.0
2111,Maryland,2011,57677.0,5839.0,25.5,-1353704.0
2162,Maryland,2012,48847.0,5887.0,25.7,-1319626.0
2213,Maryland,2013,53519.0,5924.0,25.4,-1340165.0
2264,Maryland,2014,53166.0,5958.0,25.2,-1345677.0
2315,Maryland,2015,47613.0,5987.0,21.3,-1348326.0
2366,Maryland,2016,48271.0,6005.0,20.2,-1307507.0
2417,Maryland,2017,55447.0,6025.0,21.6,-1259292.0
2708,Maryland,2018,49452.7,6152.6,23.2,-1462365.9
2709,Maryland,2019,49352.4,6201.0,23.7,-1471133.2
2710,Maryland,2020,49252.2,6249.4,24.1,-1479900.5
2711,Maryland,2021,49151.9,6297.7,24.6,-1488667.8
2712,Maryland,2022,49051.7,6346.1,25.1,-1497435.1
2713,Maryland,2023,48951.4,6394.4,25.5,-1506202.4
2714,Maryland,2024,48851.2,6442.8,26.0,-1514969.7
2715,Maryland,2025,48750.9,6491.2,26.4,-1523737.0
2716,Maryland,2026,48650.7,6539.5,26.9,-1532504.3
2717,Maryland,2027,48550.4,6587.9,27.4,-1541271.6
2718,Maryland,2028,48450.2,6636.3,27.8,-1550038.9
2719,Maryland,2029,48349.9,6684.6,28.3,-1558806.2
2720,Maryland,2030,48249.7,6733.0,28.8,-1567573.5
19,Massachusetts,1970,65043.0,5706.0,1.9,-1399341.0
70,Massachusetts,1971,61247.0,5738.0,2.1,-1432551.0
121,Massachusetts,1972,59302.0,5760.0,2.2,-1487164.0
172,Massachusetts,1973,56501.0,5781.0,2.4,-1525050.0
223,Massachusetts,1974,56959.0,5774.0,3.7,-1418096.0
274,Massachusetts,1975,53325.0,5758.0,4.1,-1366988.0
325,Massachusetts,1976,60502.0,5744.0,4.3,-1438674.0
376,Massachusetts,1977,63357.0,5738.0,4.7,-1423223.0
427,Massachusetts,1978,67677.0,5736.0,4.9,-1403938.0
478,Massachusetts,1979,74298.0,5738.0,6.6,-1234153.0
529,Massachusetts,1980,72495.0,5746.0,8.8,-1174198.0
580,Massachusetts,1981,73163.0,5769.0,10.5,-1142554.0
631,Massachusetts,1982,66640.0,5771.0,10.1,-1168262.0
682,Massachusetts,1983,78595.0,5799.0,10.3,-1153366.0
733,Massachusetts,1984,65032.0,5841.0,10.2,-1227208.0
784,Massachusetts,1985,65453.0,5881.0,9.9,-1248211.0
835,Massachusetts,1986,69642.0,5903.0,8.3,-1313622.0
886,Massachusetts,1987,60278.0,5935.0,8.6,-1344628.0
937,Massachusetts,1988,61835.0,5980.0,8.7,-1365527.0
988,Massachusetts,1989,66832.0,6015.0,9.4,-1392874.0
1039,Massachusetts,1990,65263.0,6023.0,10.4,-1341472.0
1090,Massachusetts,1991,66582.0,6018.0,10.7,-1299225.0
1141,Massachusetts,1992,68433.0,6029.0,10.3,-1363827.0
1192,Massachusetts,1993,69749.0,6061.0,10.5,-1365719.0
1243,Massachusetts,1994,73476.0,6095.0,10.8,-1366299.0
1294,Massachusetts,1995,72548.0,6141.0,11.1,-1351271.0
1345,Massachusetts,1996,78433.0,6180.0,11.4,-1370881.0
1396,Massachusetts,1997,72315.0,6226.0,11.8,-1370358.0
1447,Massachusetts,1998,66413.0,6272.0,10.9,-1355950.0
1498,Massachusetts,1999,65168.0,6317.0,11.0,-1403917.0
1549,Massachusetts,2000,69462.0,6361.0,13.0,-1451496.0
1600,Massachusetts,2001,47998.0,6398.0,14.3,-1468971.0
1651,Massachusetts,2002,46722.0,6417.0,12.8,-1486164.0
1702,Massachusetts,2003,50339.0,6423.0,14.8,-1447581.0
1753,Massachusetts,2004,51072.0,6412.0,16.3,-1446374.0
1804,Massachusetts,2005,40797.0,6403.0,19.5,-1450385.0
1855,Massachusetts,2006,45556.0,6410.0,23.4,-1374172.0
1906,Massachusetts,2007,38239.0,6432.0,24.2,-1419728.0
1957,Massachusetts,2008,42737.0,6469.0,27.4,-1393109.0
2008,Massachusetts,2009,49334.0,6518.0,22.1,-1326217.0
2059,Massachusetts,2010,50641.0,6566.0,23.3,-1368532.0
2110,Massachusetts,2011,53107.0,6613.0,26.2,-1347203.0
2161,Massachusetts,2012,49956.0,6663.0,26.9,-1314084.0
2212,Massachusetts,2013,57006.0,6714.0,26.5,-1371259.0
2263,Massachusetts,2014,62195.0,6764.0,26.6,-1371617.0
2314,Massachusetts,2015,62750.0,6796.0,22.5,-1386455.0
2365,Massachusetts,2016,65619.0,6826.0,20.6,-1355512.0
2416,Massachusetts,2017,72448.0,6863.0,22.1,-1351708.0
2695,Massachusetts,2018,57601.8,6780.7,24.7,-1383942.3
2696,Massachusetts,2019,57385.3,6806.2,25.2,-1385067.2
2697,Massachusetts,2020,57168.8,6831.7,25.7,-1386192.0
2698,Massachusetts,2021,56952.3,6857.2,26.2,-1387316.8
2699,Massachusetts,2022,56735.8,6882.7,26.6,-1388441.7
2700,Massachusetts,2023,56519.3,6908.2,27.1,-1389566.5
2701,Massachusetts,2024,56302.9,6933.7,27.6,-1390691.3
2702,Massachusetts,2025,56086.4,6959.2,28.1,-1391816.2
